Species,Sample Type,Sample Number,Harvest Type,Subdistrict,Subdistrict Area,Subarea Initials,Gear,Wheel #,Sampler Name,Sample Date,Date Caught,Sample Week,Stat Week,Row,Fish number,# Otoliths collected,Sex,Length ME-fork,Length ME-A.fin,Whole fish (y/n),Fishery - Fed or State (F/S),Age,LAST 5 DIGITS OF GENETICS CARD,GENETICS  FISH #,SUBSAMPLED FOR ORIGIN? ,Origin    (h/w),,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,7,2,F,527,408,Y,S,"1,3",71205,3,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,D,9,2,F,536,406,Y,S,"2,3",71093,5,22SS006,H,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,12,1,F,527,406,Y,S,"2,3",71209,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,A,11,2,M,526,405,Y,S,"2,3",71219,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,10,1,F,532,404,Y,S,"2,3",71209,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,8,2,M,524,403,Y,S,E9,71101,8,22SS006,H,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,5,2,F,519,403,Y,S,"1,3",71209,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,C,10,2,M,531,401,Y,S,"1,3",71089,4,22SS006,H,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,1,2,M,510,398,Y,S,"1,3",71223,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,4,2,F,515,397,Y,S,"1,3",71223,10,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,9,2,F,505,396,Y,S,"1,3",71205,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,6,2,M,521,394,Y,S,"1,3",71101,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,10,2,F,521,393,Y,S,"1,3",71097,8,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,A,9,2,M,512,393,Y,S,"1,3",71219,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,1,2,F,520,392,Y,S,"1,2",71101,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,B,9,2,M,517,391,Y,S,"1,4",71223,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,2,1,F,500,391,Y,S,"1,2",71223,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,5,2,F,516,386,Y,S,"1,3",71097,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,12,1,F,506,386,Y,S,"1,3",71097,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,C,8,1,F,510,384,Y,S,"1,2",71089,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,1,2,F,515,383,Y,S,E9,71205,9,22SS006,H,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,B,3,2,F,499,383,Y,S,"1,3",71219,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,C,9,2,F,506,382,Y,S,"1,3",71089,3,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,2,1,M,520,381,Y,S,"1,3",71093,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,4,2,F,513,381,Y,S,"1,3",71097,2,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,11,2,F,495,381,Y,S,"1,2",71205,7,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,1,1,M,494,379,Y,S,"1,3",71093,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,B,7,2,F,500,376,Y,S,"1,3",71223,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO125,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,23,Northway,8/6/2022,8/6/2022,10,32,C,10,2,M,495,376,Y,S,"1,2",69112,5,22SS106,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO125,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,23,Northway,8/6/2022,8/6/2022,10,32,C,12,2,F,495,376,Y,S,E9,69112,7,22SS106,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,3,2,F,486,376,Y,S,"1,3",71223,9,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,3,1,F,494,375,Y,S,"1,3",71101,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,6,2,M,493,374,Y,S,E10,71097,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,6,2,F,486,374,Y,S,"1,2",71209,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,6,2,M,484,373,Y,S,E4,71205,2,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,10,2,F,502,371,Y,S,"1,2",71101,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,5,1,M,477,371,Y,S,"1,2",71205,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,9,1,F,482,370,Y,S,"1,2",71101,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,9,2,F,481,370,Y,S,"1,2",71209,7,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,11,1,M,481,370,Y,S,"1,2",71209,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,B,10,2,M,481,367,Y,S,"1,2",71223,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,D,11,2,F,481,364,Y,S,"1,3",71093,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,4,2,M,471,363,Y,S,E4,71209,2,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,4,2,M,482,362,Y,S,"2,2",71101,4,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,D,2,2,F,482,361,Y,S,"1,2",71089,8,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,5,2,F,467,360,Y,S,"1,3",71101,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,F,2,1,F,467,359,Y,S,E10,71101,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,C,10,1,M,475,358,Y,S,"1,2",71205,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,D,3,0,M,473,358,Y,S,E5,71089,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,D,10,2,F,472,356,Y,S,"1,2",71093,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,9,1,M,467,356,Y,S,"2,2",71097,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,7,2,M,466,355,Y,S,"1,2",71209,5,22SS006,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,B,11,1,M,451,352,Y,S,"2,2",71223,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,E,3,1,F,448,349,Y,S,"1,2",71097,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO023,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/6/2022,8/6/2022,10,32,D,7,2,F,461,346,Y,S,"1,2",71093,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,D,8,2,M,443,338,Y,S,"1,2",71209,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO022,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,8/6/2022,8/6/2022,10,32,B,12,2,F,438,335,Y,S,"1,2",71223,6,22SS006,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO125,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,23,Northway,8/6/2022,8/6/2022,10,32,C,7,2,F,428,324,Y,S,"1,3",69112,2,22SS106,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,6,2,M,590,459,Y,S,"1,4",71082,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,9,1,M,581,442,Y,S,"1,4",71105,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,12,1,M,576,441,Y,S,"1,3",71099,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,10,2,M,569,440,Y,S,"1,3",71099,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,8,2,M,586,437,Y,S,"1,3",71105,8,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,6,2,M,587,436,Y,S,"1,3",71099,10,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,1,2,M,581,436,Y,S,"2,3",71085,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,7,2,M,577,432,Y,S,"1,3",71082,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,2,2,M,563,432,Y,S,"2,3",71105,2,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,6,2,M,565,431,Y,S,"1,3",71103,2,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,4,1,M,561,430,Y,S,"1,3",71082,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,11,2,M,571,426,Y,S,"1,3",71085,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,5,2,M,562,426,Y,S,"1,2",71082,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,11,2,F,556,426,Y,S,"1,3",71238,9,22SS007,H,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,12,2,M,552,425,Y,S,"1,3",71085,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,10,2,M,561,423,Y,S,"1,3",71238,8,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,7,1,F,551,419,Y,S,"1,3",71103,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,9,1,M,546,419,Y,S,"1,2",71085,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,3,2,M,542,419,Y,S,E10,71238,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,12,2,M,538,419,Y,S,"1,3",71103,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,5,2,M,561,416,Y,S,"1,3",71105,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,9,2,M,556,416,Y,S,"1,3",71099,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,10,2,M,555,416,Y,S,"1,3",71105,10,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,3,2,F,543,412,Y,S,"1,3",71085,9,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,3,2,F,541,412,Y,S,"1,3",71099,7,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,9,1,F,537,412,Y,S,"1,2",71238,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,10,1,M,558,411,Y,S,"1,3",71085,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,1,2,F,541,406,Y,S,"1,3",71103,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,12,1,F,535,406,Y,S,"1,3",71082,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,7,2,M,533,406,Y,S,"1,3",71105,7,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,7,2,M,437,405,Y,S,"1,3",71238,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,1,2,F,546,404,Y,S,"2,3",71105,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,4,2,M,544,401,Y,S,"1,3",71099,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,8,2,F,540,401,Y,S,"1,4",71082,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,2,1,F,506,401,Y,S,"1,3",71082,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,1,2,F,533,399,Y,S,"1,3",71082,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,8,2,F,506,398,Y,S,"1,2",71238,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,2,2,F,537,397,Y,S,"1,2",71103,10,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,12,2,F,525,396,Y,S,"1,3",71238,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,9,2,F,519,395,Y,S,"1,3",71103,5,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,4,2,F,526,394,Y,S,"1,3",71085,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,11,1,M,521,391,Y,S,"2,2",71082,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,4,2,M,511,391,Y,S,"1,3",71105,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,3,2,F,523,389,Y,S,"2,2",71105,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,5,2,F,493,384,Y,S,"1,3",71238,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,7,2,F,522,381,Y,S,"2,3",71085,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,2,2,F,501,381,Y,S,"1,2",71085,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,D,8,2,F,493,381,Y,S,"2,3",71103,4,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,A,6,2,M,498,376,Y,S,"1,2",71105,6,22SS007,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,C,2,2,M,493,376,Y,S,"1,2",71099,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,B,11,2,M,494,374,Y,S,"1,3",71099,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO024,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,8/11/2022,8/11/2022,11,33,E,4,2,M,501,372,Y,S,"1,2",71238,2,22SS007,W,,,,,,,,,,,,,,,,,,,,,
