SUBDISTRICT,FISHERY,SAMPLE WEEK,HARVDATE,SOCKEYE,KING,COHO,OTHER,Boat_Shore,STAT WEEK,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,5,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,2,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,3,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,2,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,13,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,22,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,15,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,2,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,6,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,9,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,13,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,18,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,9,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,16,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,3,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,18,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,4,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,15,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,43,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,7,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,5,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,12,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,9,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,3,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,13,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,17,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,6,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,48,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,7,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,8,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,5,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,3,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,6,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,8,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,6,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,35,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,2,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,5,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,35,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,1,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,15,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,15,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,20,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,5,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,16,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,16,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,2,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,28,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,17,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,7,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,9,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,6,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,10,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,35,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,3,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,20,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,15,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,0,0,0,0,S,29,,,,,
Chitina Subdistrict,State PU,7,7/18/2020,14,0,0,0,B,29,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,18,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,11,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,13,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,12,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,7,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,7,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,35,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,6,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,14,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,6,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,9,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,18,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,19,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,19,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,25,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,21,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,23,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,6,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,31,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,27,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,42,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,24,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,40,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,31,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,31,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,10,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,6,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,19,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,13,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,6,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,44,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,22,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,4,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,15,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,33,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,8,0,0,1,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,13,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,17,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,3,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,21,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,13,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,35,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,13,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,18,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,4,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/19/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,Fed CSD Sub,7,7/19/2020,7,0,0,,,,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,7,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,49,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,18,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,9,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,34,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,13,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,43,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,10,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/20/2020,11,0,0,0,B,30,,,,,
Chitina Subdistrict,Fed CSD Sub,7,7/20/2020,57,2,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,7,7/20/2020,7,0,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,7,7/20/2020,12,0,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,7,7/20/2020,40,0,0,,,,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,11,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,15,1,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,12,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,10,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,7,7/21/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,Fed CSD Sub,7,7/21/2020,2,0,0,,,,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,50,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,12,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,7,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,22,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,20,1,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/22/2020,20,0,0,0,B,30,,,,,
Chitina Subdistrict,Fed CSD Sub,8,7/22/2020,0,0,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,8,7/22/2020,2,0,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,8,7/22/2020,12,0,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,8,7/22/2020,8,0,0,,,,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,21,1,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,15,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,23,1,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,15,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,3,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,4,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,9,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,8,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/23/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,Fed CSD Sub,8,7/23/2020,3,0,0,,,,,,,,
Chitina Subdistrict,Fed CSD Sub,8,7/23/2020,1,0,0,,,,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,22,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,12,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,11,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,16,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,48,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,9,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,12,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,29,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,8,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,14,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,6,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,24,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,1,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,25,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,9,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,25,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,20,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,25,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,18,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,8,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,17,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,13,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,8,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,6,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,8,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,7,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,13,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,92,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,9,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,16,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,44,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,10,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,18,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,14,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,6,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,26,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,13,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,3,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,9,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,12,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,19,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,12,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,8,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,5,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,7,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,7,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,25,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,1,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,15,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,14,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,24,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,2,0,0,0,S,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,14,0,0,0,B,30,,,,,
Chitina Subdistrict,State PU,8,7/24/2020,0,0,0,0,S,30,,,,,
